Generation,Mutation Rate,Food Regeneration Rate,Average Population,Average Entropy Ratio
140,0.01,0.2,0.0,0.0
141,0.01,0.2,0.0,0.0
142,0.01,0.2,0.0,0.0
143,0.01,0.2,0.0,0.0
144,0.01,0.2,0.0,0.0
145,0.01,0.2,0.0,0.0
146,0.01,0.2,0.0,0.0
147,0.01,0.2,0.0,0.0
148,0.01,0.2,0.0,0.0
149,0.01,0.2,0.0,0.0
0,0.01,0.4,20.0,0.824768882464763
1,0.01,0.4,24.25,0.8218226574510012
2,0.01,0.4,48.25,0.8275556534038878
3,0.01,0.4,127.25,0.8289003995161357
4,0.01,0.4,357.25,0.8285663768789253
5,0.01,0.4,826.0,0.8281885727426128
6,0.01,0.4,1378.25,0.8255028640063022
7,0.01,0.4,1029.25,0.8191356518129139
8,0.01,0.4,516.0,0.8133292344761482
9,0.01,0.4,344.25,0.8122233245815476
10,0.01,0.4,195.25,0.8134929361171676
11,0.01,0.4,181.25,0.8124392133093812
12,0.01,0.4,140.25,0.8111650255397075
13,0.01,0.4,150.25,0.8115154848546494
14,0.01,0.4,130.5,0.8111572497770989
15,0.01,0.4,81.75,0.8106435228439456
16,0.01,0.4,64.25,0.8154319872777154
17,0.01,0.4,84.0,0.8181173989255726
18,0.01,0.4,107.25,0.8171282747234997
19,0.01,0.4,81.0,0.8187609234790408
20,0.01,0.4,109.5,0.8193972517673624
21,0.01,0.4,114.25,0.8185005501218068
22,0.01,0.4,155.5,0.8165155340909716
23,0.01,0.4,141.25,0.8142716723110003
24,0.01,0.4,133.5,0.8141453842123364
25,0.01,0.4,115.5,0.8122715401999933
26,0.01,0.4,89.5,0.8124245609582449
27,0.01,0.4,83.25,0.8157082848026402
28,0.01,0.4,52.0,0.8160319654352477
29,0.01,0.4,40.75,0.8155274435197174
30,0.01,0.4,67.5,0.8151588102382306
31,0.01,0.4,97.0,0.8149643486426326
32,0.01,0.4,113.0,0.816105618819339
33,0.01,0.4,83.0,0.8130524060048598
34,0.01,0.4,51.0,0.810134424662084
35,0.01,0.4,62.75,0.8096826288690449
36,0.01,0.4,56.5,0.8123429736785845
37,0.01,0.4,60.25,0.8136881070803021
38,0.01,0.4,94.25,0.8141342969005197
39,0.01,0.4,66.75,0.8143176056123896
40,0.01,0.4,42.75,0.8100602426186787
41,0.01,0.4,32.25,0.8022995502594044
42,0.01,0.4,31.25,0.8003721903378951
43,0.01,0.4,50.5,0.8029776405484391
44,0.01,0.4,41.25,0.7901381727648906
45,0.01,0.4,25.25,0.7932155958310454
46,0.01,0.4,35.5,0.7919553048674801
47,0.01,0.4,52.25,0.7976438834128785
48,0.01,0.4,36.25,0.7976003139670512
49,0.01,0.4,28.75,0.7911305490452623
50,0.01,0.4,29.5,0.7955993295362197
51,0.01,0.4,33.75,0.795349119651813
52,0.01,0.4,39.5,0.7914312840744704
53,0.01,0.4,40.5,0.7885999781803417
54,0.01,0.4,68.0,0.7893020238230574
55,0.01,0.4,101.0,0.7878190169879975
56,0.01,0.4,112.25,0.7876506117311916
57,0.01,0.4,65.0,0.7891686211774156
58,0.01,0.4,66.25,0.7924036871049814
59,0.01,0.4,114.0,0.7942718375417811
60,0.01,0.4,72.0,0.8006230452678664
61,0.01,0.4,72.0,0.8001124396002675
62,0.01,0.4,39.0,0.7955746341232444
63,0.01,0.4,23.25,0.793226973180428
64,0.01,0.4,16.0,0.7948767798647738
65,0.01,0.4,34.75,0.7946008682957808
66,0.01,0.4,39.0,0.7953145604549219
67,0.01,0.4,40.5,0.793369030304804
68,0.01,0.4,66.25,0.7933071404395637
69,0.01,0.4,96.25,0.7942344705668378
70,0.01,0.4,78.0,0.7951352185829045
71,0.01,0.4,102.25,0.7986304591497618
72,0.01,0.4,39.25,0.8028982185196141
73,0.01,0.4,19.0,0.8019852489078969
74,0.01,0.4,30.5,0.8043960151340442
75,0.01,0.4,43.25,0.8055207515652217
76,0.01,0.4,42.0,0.8028879588693666
77,0.01,0.4,44.25,0.803368362210335
78,0.01,0.4,23.5,0.800517805564782
79,0.01,0.4,29.5,0.800428809086858
80,0.01,0.4,17.25,0.802165798354047
81,0.01,0.4,16.25,0.8009398251453942
82,0.01,0.4,17.25,0.8006777216026901
83,0.01,0.4,20.0,0.7995490726015487
84,0.01,0.4,20.5,0.8034763439424881
85,0.01,0.4,22.75,0.8031995807810206
86,0.01,0.4,22.5,0.8060829130461215
87,0.01,0.4,25.0,0.8044367302229315
88,0.01,0.4,36.75,0.8052033541857241
89,0.01,0.4,37.0,0.8057953625437212
90,0.01,0.4,31.25,0.8052941602559026
91,0.01,0.4,36.0,0.8044950062825803
92,0.01,0.4,35.25,0.8036233889901363
93,0.01,0.4,43.5,0.8061367990160797
94,0.01,0.4,37.5,0.8076494369923738
95,0.01,0.4,31.0,0.8077407717688322
96,0.01,0.4,28.0,0.8066669898026246
97,0.01,0.4,32.75,0.8079218819432332
98,0.01,0.4,46.0,0.8063260037805626
99,0.01,0.4,70.75,0.8056183618493487
100,0.01,0.4,92.0,0.8097444911923616
101,0.01,0.4,41.25,0.8105551941572561
102,0.01,0.4,32.25,0.8099424417705852
103,0.01,0.4,16.25,0.6048271218985924
104,0.01,0.4,13.75,0.6053969076327388
105,0.01,0.4,14.75,0.6049600548930749
106,0.01,0.4,14.5,0.6011208114774349
107,0.01,0.4,12.75,0.6032286515796433
108,0.01,0.4,12.25,0.60255953658396
109,0.01,0.4,19.25,0.6034799478661241
110,0.01,0.4,46.25,0.6034405138406813
111,0.01,0.4,63.0,0.6025139744160753
112,0.01,0.4,38.75,0.6038111517996129
113,0.01,0.4,20.5,0.6052155498934048
114,0.01,0.4,29.0,0.604433227094109
115,0.01,0.4,50.75,0.6048366633147332
116,0.01,0.4,48.75,0.6054404064520074
117,0.01,0.4,37.25,0.6045232429596551
118,0.01,0.4,19.5,0.6026615362577923
119,0.01,0.4,20.75,0.6030783316784372
120,0.01,0.4,34.75,0.6027502159403169
121,0.01,0.4,34.5,0.6052231047265979
122,0.01,0.4,24.75,0.6040073480539874
123,0.01,0.4,28.5,0.6039579185003756
124,0.01,0.4,16.0,0.6038016004288675
125,0.01,0.4,8.5,0.6075415390507526
126,0.01,0.4,11.25,0.6083034764859173
127,0.01,0.4,9.25,0.6076960750355167
128,0.01,0.4,18.75,0.6052690824384207
129,0.01,0.4,23.0,0.6035473888755343
130,0.01,0.4,34.5,0.6031857679192638
131,0.01,0.4,20.75,0.6060579673244656
132,0.01,0.4,35.25,0.6076640942633575
133,0.01,0.4,59.75,0.6060223747181747
134,0.01,0.4,59.25,0.6071637037824679
135,0.01,0.4,32.75,0.6052233278824218
136,0.01,0.4,30.25,0.6048046465381004
137,0.01,0.4,37.75,0.6048221198773732
138,0.01,0.4,31.0,0.6074704586864191
139,0.01,0.4,36.75,0.6072788094425898
140,0.01,0.4,10.0,0.6049497496473543
141,0.01,0.4,13.75,0.6042320498020802
142,0.01,0.4,14.0,0.6041270723306118
143,0.01,0.4,18.25,0.6035201944963489
144,0.01,0.4,18.75,0.604346430195627
145,0.01,0.4,20.5,0.6025183208367294
146,0.01,0.4,36.5,0.6034871379690953
147,0.01,0.4,25.25,0.6038213939680379
148,0.01,0.4,17.0,0.6045790797769015
149,0.01,0.4,29.75,0.6046343606919755
0,0.01,0.8,20.0,0.825936077926014
1,0.01,0.8,24.75,0.8231898006772222
2,0.01,0.8,63.0,0.8252465836736027
3,0.01,0.8,165.25,0.8236646842266969
4,0.01,0.8,440.25,0.8221166440062504
5,0.01,0.8,986.5,0.8203195760839221
6,0.01,0.8,1484.0,0.819680868595112
7,0.01,0.8,724.5,0.8125102082092617
8,0.01,0.8,382.25,0.8188393268105262
9,0.01,0.8,213.75,0.8191873908211682
10,0.01,0.8,178.25,0.8228035439721064
11,0.01,0.8,139.25,0.8206729855235216
12,0.01,0.8,115.5,0.8160959133835749
13,0.01,0.8,169.25,0.8143485236939474
14,0.01,0.8,127.75,0.8188622105030261
15,0.01,0.8,79.0,0.8206799778142992
16,0.01,0.8,74.25,0.8303756241908601
17,0.01,0.8,60.25,0.827543697885697
18,0.01,0.8,80.0,0.8260385877498364
19,0.01,0.8,135.25,0.8251339384423547
20,0.01,0.8,88.0,0.8209224741888235
21,0.01,0.8,101.25,0.8197203510097614
22,0.01,0.8,156.25,0.8186006940868744
23,0.01,0.8,173.75,0.8219545701713453
24,0.01,0.8,158.25,0.8299036306410559
25,0.01,0.8,136.25,0.8271607250384136
26,0.01,0.8,114.25,0.8174526970709787
27,0.01,0.8,139.75,0.8170557560674625
28,0.01,0.8,121.75,0.8220541660593808
29,0.01,0.8,132.0,0.8197277768488607
30,0.01,0.8,152.75,0.8190858000808272
31,0.01,0.8,150.75,0.818333690070951
32,0.01,0.8,131.75,0.8171786681323923
33,0.01,0.8,92.5,0.8141243712020942
34,0.01,0.8,87.5,0.8111724243494352
35,0.01,0.8,72.25,0.8135921030880702
36,0.01,0.8,58.5,0.8169255139459519
37,0.01,0.8,53.0,0.8185598008240305
38,0.01,0.8,59.5,0.6153368186358928
39,0.01,0.8,64.0,0.613864116795873
40,0.01,0.8,48.75,0.6200893732571295
41,0.01,0.8,67.25,0.6229942055861417
42,0.01,0.8,54.0,0.620859318414915
43,0.01,0.8,45.75,0.6238668048148663
44,0.01,0.8,39.75,0.6268098433011183
45,0.01,0.8,35.5,0.6256361423872375
46,0.01,0.8,45.0,0.6248301933106255
47,0.01,0.8,78.0,0.6268569968370297
48,0.01,0.8,109.5,0.6249414286504776
49,0.01,0.8,94.5,0.6242470135920741
50,0.01,0.8,81.0,0.6209062237806056
51,0.01,0.8,103.5,0.6210171048459199
52,0.01,0.8,81.75,0.6255943238749992
53,0.01,0.8,43.75,0.625866112115223
54,0.01,0.8,33.75,0.6238547460819528
55,0.01,0.8,37.5,0.6240426424279922
56,0.01,0.8,45.75,0.6246283411073552
57,0.01,0.8,48.0,0.6236775455628027
58,0.01,0.8,47.75,0.6234215145612113
59,0.01,0.8,34.25,0.6244336033404186
60,0.01,0.8,58.0,0.6249465813354009
61,0.01,0.8,77.25,0.6268128326758402
62,0.01,0.8,77.25,0.6257083118159692
63,0.01,0.8,83.0,0.6248913435524641
64,0.01,0.8,35.0,0.6268880847679414
65,0.01,0.8,30.5,0.6296066458493321
66,0.01,0.8,41.25,0.6283253555397634
67,0.01,0.8,63.75,0.6307006883940174
68,0.01,0.8,42.25,0.6304370257785034
69,0.01,0.8,28.75,0.627519890247834
70,0.01,0.8,30.0,0.627755797994945
71,0.01,0.8,28.25,0.6286634190756758
72,0.01,0.8,30.25,0.628337188148337
73,0.01,0.8,34.25,0.626863092073414
74,0.01,0.8,39.75,0.6287426502414529
75,0.01,0.8,54.75,0.6304697025871802
76,0.01,0.8,61.75,0.6311405990756932
77,0.01,0.8,45.5,0.6340340303249088
78,0.01,0.8,45.5,0.6327836106345361
79,0.01,0.8,19.75,0.6330028932079509
80,0.01,0.8,25.75,0.6350233349467886
81,0.01,0.8,29.5,0.6365315684818733
82,0.01,0.8,32.0,0.6340839417721313
83,0.01,0.8,29.0,0.6337331436481324
84,0.01,0.8,43.5,0.631871898098534
85,0.01,0.8,37.0,0.6311074498977759
86,0.01,0.8,38.25,0.6360706487980088
87,0.01,0.8,40.5,0.6368422660992059
88,0.01,0.8,18.5,0.6389417587386449
89,0.01,0.8,16.25,0.6401928956087998
90,0.01,0.8,23.0,0.641488532503599
91,0.01,0.8,37.0,0.641839872269922
92,0.01,0.8,32.25,0.6411388352416848
93,0.01,0.8,30.0,0.6401744642875887
94,0.01,0.8,28.5,0.6422816133346647
95,0.01,0.8,41.0,0.6428643144993085
96,0.01,0.8,60.0,0.6429468739887044
97,0.01,0.8,75.5,0.6426973068154151
98,0.01,0.8,63.5,0.6412451247490738
99,0.01,0.8,22.25,0.6426833413666029
100,0.01,0.8,42.0,0.6425547064342321
101,0.01,0.8,37.25,0.6410801975201416
102,0.01,0.8,63.25,0.6417903456160831
103,0.01,0.8,75.25,0.6425751783216855
104,0.01,0.8,41.5,0.6417057513088661
105,0.01,0.8,11.25,0.6368936536994534
106,0.01,0.8,12.5,0.6371988234675467
107,0.01,0.8,19.5,0.6377772114697164
108,0.01,0.8,19.25,0.6376561049457861
109,0.01,0.8,17.5,0.6390581878469132
110,0.01,0.8,15.0,0.6394024484111815
111,0.01,0.8,12.0,0.6373722634874647
112,0.01,0.8,13.25,0.636432695319429
113,0.01,0.8,13.25,0.6373606857810579
114,0.01,0.8,16.5,0.6364204606928452
115,0.01,0.8,18.25,0.6367004044461515
116,0.01,0.8,25.5,0.6363458061446094
117,0.01,0.8,22.5,0.636999549555508
118,0.01,0.8,22.75,0.6380790942647212
119,0.01,0.8,32.0,0.6386181452503166
120,0.01,0.8,36.25,0.6386263044459393
121,0.01,0.8,47.25,0.6385082846222438
122,0.01,0.8,20.0,0.637431681223164
123,0.01,0.8,19.0,0.6375243644710789
124,0.01,0.8,12.5,0.6355279657029664
125,0.01,0.8,11.5,0.6353661401845113
126,0.01,0.8,18.75,0.6353736391019417
127,0.01,0.8,26.0,0.6370605325115026
128,0.01,0.8,52.5,0.6376831952218098
129,0.01,0.8,51.5,0.6374782607090488
130,0.01,0.8,35.75,0.6369189084824993
131,0.01,0.8,21.5,0.6359217177788358
132,0.01,0.8,19.5,0.6352542395335762
133,0.01,0.8,19.0,0.6358239256780744
134,0.01,0.8,21.75,0.6360985994699981
135,0.01,0.8,30.75,0.6367903612170405
136,0.01,0.8,44.25,0.6364603519952575
137,0.01,0.8,51.25,0.6363818305041032
138,0.01,0.8,114.5,0.6358268993321197
139,0.01,0.8,119.5,0.6350826284727731
140,0.01,0.8,107.0,0.6348645110121321
141,0.01,0.8,69.5,0.6357773024155163
142,0.01,0.8,58.0,0.6360349504452398
143,0.01,0.8,73.75,0.6373084421837166
144,0.01,0.8,31.25,0.638074923039914
145,0.01,0.8,48.0,0.6374733170637455
146,0.01,0.8,48.75,0.6369488085268409
147,0.01,0.8,61.75,0.636561621129261
148,0.01,0.8,69.5,0.6355305815398706
149,0.01,0.8,39.75,0.6364420355097502
0,0.1,0.0,20.0,0.827206340413388
1,0.1,0.0,20.5,0.7970491402651347
2,0.1,0.0,49.25,0.7935038589981462
3,0.1,0.0,110.75,0.7898606768865548
4,0.1,0.0,265.5,0.7885760338674757
5,0.1,0.0,651.75,0.7898155366144439
6,0.1,0.0,1205.0,0.7897340969864992
7,0.1,0.0,1397.75,0.7894777867267692
8,0.1,0.0,724.5,0.7888886029580452
9,0.1,0.0,329.0,0.7925702121682894
10,0.1,0.0,266.0,0.7935199880734822
11,0.1,0.0,112.75,0.7854602866128957
12,0.1,0.0,38.75,0.7830805889129685
13,0.1,0.0,11.5,0.5899414522774502
14,0.1,0.0,4.0,0.3926241057381282
15,0.1,0.0,3.0,0.3935340443147346
16,0.1,0.0,2.0,0.19748989000168662
17,0.1,0.0,1.25,0.19458753302878187
18,0.1,0.0,1.75,0.203051941068534
19,0.1,0.0,3.25,0.20350735154378438
20,0.1,0.0,2.5,0.20208073462122172
21,0.1,0.0,6.25,0.20390341067697007
22,0.1,0.0,9.75,0.1994787021054705
23,0.1,0.0,10.5,0.20241548120100097
24,0.1,0.0,7.5,0.20230098589922588
25,0.1,0.0,9.5,0.2000086979088369
26,0.1,0.0,9.25,0.20080044324541663
27,0.1,0.0,4.5,0.19910325184616934
28,0.1,0.0,2.5,0.1916377238206961
29,0.1,0.0,1.25,0.189225500810819
30,0.1,0.0,0.5,0.19361965723189792
31,0.1,0.0,0.0,0.0
32,0.1,0.0,0.0,0.0
33,0.1,0.0,0.0,0.0
34,0.1,0.0,0.0,0.0
35,0.1,0.0,0.0,0.0
36,0.1,0.0,0.0,0.0
37,0.1,0.0,0.0,0.0
38,0.1,0.0,0.0,0.0
39,0.1,0.0,0.0,0.0
40,0.1,0.0,0.0,0.0
41,0.1,0.0,0.0,0.0
42,0.1,0.0,0.0,0.0
43,0.1,0.0,0.0,0.0
44,0.1,0.0,0.0,0.0
45,0.1,0.0,0.0,0.0
46,0.1,0.0,0.0,0.0
47,0.1,0.0,0.0,0.0
48,0.1,0.0,0.0,0.0
49,0.1,0.0,0.0,0.0
50,0.1,0.0,0.0,0.0
51,0.1,0.0,0.0,0.0
52,0.1,0.0,0.0,0.0
53,0.1,0.0,0.0,0.0
54,0.1,0.0,0.0,0.0
55,0.1,0.0,0.0,0.0
56,0.1,0.0,0.0,0.0
57,0.1,0.0,0.0,0.0
58,0.1,0.0,0.0,0.0
59,0.1,0.0,0.0,0.0
60,0.1,0.0,0.0,0.0
61,0.1,0.0,0.0,0.0
62,0.1,0.0,0.0,0.0
63,0.1,0.0,0.0,0.0
64,0.1,0.0,0.0,0.0
65,0.1,0.0,0.0,0.0
66,0.1,0.0,0.0,0.0
67,0.1,0.0,0.0,0.0
68,0.1,0.0,0.0,0.0
69,0.1,0.0,0.0,0.0
70,0.1,0.0,0.0,0.0
71,0.1,0.0,0.0,0.0
72,0.1,0.0,0.0,0.0
73,0.1,0.0,0.0,0.0
74,0.1,0.0,0.0,0.0
75,0.1,0.0,0.0,0.0
76,0.1,0.0,0.0,0.0
77,0.1,0.0,0.0,0.0
78,0.1,0.0,0.0,0.0
79,0.1,0.0,0.0,0.0
80,0.1,0.0,0.0,0.0
81,0.1,0.0,0.0,0.0
82,0.1,0.0,0.0,0.0
83,0.1,0.0,0.0,0.0
84,0.1,0.0,0.0,0.0
85,0.1,0.0,0.0,0.0
86,0.1,0.0,0.0,0.0
87,0.1,0.0,0.0,0.0
88,0.1,0.0,0.0,0.0
89,0.1,0.0,0.0,0.0
90,0.1,0.0,0.0,0.0
91,0.1,0.0,0.0,0.0
92,0.1,0.0,0.0,0.0
93,0.1,0.0,0.0,0.0
94,0.1,0.0,0.0,0.0
95,0.1,0.0,0.0,0.0
96,0.1,0.0,0.0,0.0
97,0.1,0.0,0.0,0.0
98,0.1,0.0,0.0,0.0
99,0.1,0.0,0.0,0.0
100,0.1,0.0,0.0,0.0
101,0.1,0.0,0.0,0.0
102,0.1,0.0,0.0,0.0
103,0.1,0.0,0.0,0.0
104,0.1,0.0,0.0,0.0
105,0.1,0.0,0.0,0.0
106,0.1,0.0,0.0,0.0
107,0.1,0.0,0.0,0.0
108,0.1,0.0,0.0,0.0
109,0.1,0.0,0.0,0.0
110,0.1,0.0,0.0,0.0
111,0.1,0.0,0.0,0.0
112,0.1,0.0,0.0,0.0
113,0.1,0.0,0.0,0.0
114,0.1,0.0,0.0,0.0
115,0.1,0.0,0.0,0.0
116,0.1,0.0,0.0,0.0
117,0.1,0.0,0.0,0.0
118,0.1,0.0,0.0,0.0
119,0.1,0.0,0.0,0.0
120,0.1,0.0,0.0,0.0
121,0.1,0.0,0.0,0.0
122,0.1,0.0,0.0,0.0
123,0.1,0.0,0.0,0.0
124,0.1,0.0,0.0,0.0
125,0.1,0.0,0.0,0.0
126,0.1,0.0,0.0,0.0
127,0.1,0.0,0.0,0.0
128,0.1,0.0,0.0,0.0
129,0.1,0.0,0.0,0.0
130,0.1,0.0,0.0,0.0
131,0.1,0.0,0.0,0.0
132,0.1,0.0,0.0,0.0
133,0.1,0.0,0.0,0.0
134,0.1,0.0,0.0,0.0
135,0.1,0.0,0.0,0.0
136,0.1,0.0,0.0,0.0
137,0.1,0.0,0.0,0.0
138,0.1,0.0,0.0,0.0
139,0.1,0.0,0.0,0.0
140,0.1,0.0,0.0,0.0
141,0.1,0.0,0.0,0.0
142,0.1,0.0,0.0,0.0
143,0.1,0.0,0.0,0.0
144,0.1,0.0,0.0,0.0
145,0.1,0.0,0.0,0.0
146,0.1,0.0,0.0,0.0
147,0.1,0.0,0.0,0.0
148,0.1,0.0,0.0,0.0
149,0.1,0.0,0.0,0.0
0,0.1,0.001,20.0,0.8259452917764558
1,0.1,0.001,20.0,0.7992045835679082
2,0.1,0.001,40.0,0.7917802247572588
3,0.1,0.001,88.0,0.7873123811538928
4,0.1,0.001,224.0,0.7889068689344323
5,0.1,0.001,536.5,0.7886976747159755
6,0.1,0.001,974.5,0.7879627552511023
7,0.1,0.001,1074.75,0.7866948882259424
8,0.1,0.001,1106.75,0.7875602098555018
9,0.1,0.001,501.25,0.7867008658254595
10,0.1,0.001,125.75,0.7777265400458367
11,0.1,0.001,116.0,0.5926064739919367
12,0.1,0.001,93.75,0.594732315517023
13,0.1,0.001,24.5,0.5920601184266869
14,0.1,0.001,21.0,0.40096920639118616
15,0.1,0.001,4.75,0.3995472542658543
16,0.1,0.001,2.75,0.19978645271475598
17,0.1,0.001,5.75,0.19860406527971344
18,0.1,0.001,7.0,0.19939309294608693
19,0.1,0.001,5.25,0.1968272076870988
20,0.1,0.001,2.0,0.197626281165887
21,0.1,0.001,0.5,0.2072284544850897
22,0.1,0.001,0.0,0.0
23,0.1,0.001,0.0,0.0
24,0.1,0.001,0.0,0.0
25,0.1,0.001,0.0,0.0
26,0.1,0.001,0.0,0.0
27,0.1,0.001,0.0,0.0
28,0.1,0.001,0.0,0.0
29,0.1,0.001,0.0,0.0
30,0.1,0.001,0.0,0.0
31,0.1,0.001,0.0,0.0
32,0.1,0.001,0.0,0.0
33,0.1,0.001,0.0,0.0
34,0.1,0.001,0.0,0.0
35,0.1,0.001,0.0,0.0
36,0.1,0.001,0.0,0.0
37,0.1,0.001,0.0,0.0
38,0.1,0.001,0.0,0.0
39,0.1,0.001,0.0,0.0
40,0.1,0.001,0.0,0.0
41,0.1,0.001,0.0,0.0
42,0.1,0.001,0.0,0.0
43,0.1,0.001,0.0,0.0
44,0.1,0.001,0.0,0.0
45,0.1,0.001,0.0,0.0
46,0.1,0.001,0.0,0.0
47,0.1,0.001,0.0,0.0
48,0.1,0.001,0.0,0.0
49,0.1,0.001,0.0,0.0
50,0.1,0.001,0.0,0.0
51,0.1,0.001,0.0,0.0
52,0.1,0.001,0.0,0.0
53,0.1,0.001,0.0,0.0
54,0.1,0.001,0.0,0.0
55,0.1,0.001,0.0,0.0
56,0.1,0.001,0.0,0.0
57,0.1,0.001,0.0,0.0
58,0.1,0.001,0.0,0.0
59,0.1,0.001,0.0,0.0
60,0.1,0.001,0.0,0.0
61,0.1,0.001,0.0,0.0
62,0.1,0.001,0.0,0.0
63,0.1,0.001,0.0,0.0
64,0.1,0.001,0.0,0.0
65,0.1,0.001,0.0,0.0
66,0.1,0.001,0.0,0.0
67,0.1,0.001,0.0,0.0
68,0.1,0.001,0.0,0.0
69,0.1,0.001,0.0,0.0
70,0.1,0.001,0.0,0.0
71,0.1,0.001,0.0,0.0
72,0.1,0.001,0.0,0.0
73,0.1,0.001,0.0,0.0
74,0.1,0.001,0.0,0.0
75,0.1,0.001,0.0,0.0
76,0.1,0.001,0.0,0.0
77,0.1,0.001,0.0,0.0
78,0.1,0.001,0.0,0.0
79,0.1,0.001,0.0,0.0
80,0.1,0.001,0.0,0.0
81,0.1,0.001,0.0,0.0
82,0.1,0.001,0.0,0.0
83,0.1,0.001,0.0,0.0
84,0.1,0.001,0.0,0.0
85,0.1,0.001,0.0,0.0
86,0.1,0.001,0.0,0.0
87,0.1,0.001,0.0,0.0
88,0.1,0.001,0.0,0.0
89,0.1,0.001,0.0,0.0
90,0.1,0.001,0.0,0.0
91,0.1,0.001,0.0,0.0
92,0.1,0.001,0.0,0.0
93,0.1,0.001,0.0,0.0
94,0.1,0.001,0.0,0.0
95,0.1,0.001,0.0,0.0
96,0.1,0.001,0.0,0.0
97,0.1,0.001,0.0,0.0
98,0.1,0.001,0.0,0.0
99,0.1,0.001,0.0,0.0
100,0.1,0.001,0.0,0.0
101,0.1,0.001,0.0,0.0
102,0.1,0.001,0.0,0.0
103,0.1,0.001,0.0,0.0
104,0.1,0.001,0.0,0.0
105,0.1,0.001,0.0,0.0
106,0.1,0.001,0.0,0.0
107,0.1,0.001,0.0,0.0
108,0.1,0.001,0.0,0.0
109,0.1,0.001,0.0,0.0
110,0.1,0.001,0.0,0.0
111,0.1,0.001,0.0,0.0
112,0.1,0.001,0.0,0.0
113,0.1,0.001,0.0,0.0
114,0.1,0.001,0.0,0.0
115,0.1,0.001,0.0,0.0
116,0.1,0.001,0.0,0.0
117,0.1,0.001,0.0,0.0
118,0.1,0.001,0.0,0.0
119,0.1,0.001,0.0,0.0
120,0.1,0.001,0.0,0.0
121,0.1,0.001,0.0,0.0
122,0.1,0.001,0.0,0.0
123,0.1,0.001,0.0,0.0
124,0.1,0.001,0.0,0.0
125,0.1,0.001,0.0,0.0
126,0.1,0.001,0.0,0.0
127,0.1,0.001,0.0,0.0
128,0.1,0.001,0.0,0.0
129,0.1,0.001,0.0,0.0
130,0.1,0.001,0.0,0.0
131,0.1,0.001,0.0,0.0
132,0.1,0.001,0.0,0.0
133,0.1,0.001,0.0,0.0
134,0.1,0.001,0.0,0.0
135,0.1,0.001,0.0,0.0
136,0.1,0.001,0.0,0.0
137,0.1,0.001,0.0,0.0
138,0.1,0.001,0.0,0.0
139,0.1,0.001,0.0,0.0
140,0.1,0.001,0.0,0.0
141,0.1,0.001,0.0,0.0
142,0.1,0.001,0.0,0.0
143,0.1,0.001,0.0,0.0
144,0.1,0.001,0.0,0.0
145,0.1,0.001,0.0,0.0
146,0.1,0.001,0.0,0.0
147,0.1,0.001,0.0,0.0
148,0.1,0.001,0.0,0.0
149,0.1,0.001,0.0,0.0
0,0.1,0.01,20.0,0.827803723558683
1,0.1,0.01,28.5,0.7956051473721859
2,0.1,0.01,47.75,0.792395700907965
3,0.1,0.01,105.0,0.7926405747805849
4,0.1,0.01,251.25,0.7926100993209689
5,0.1,0.01,571.5,0.7920914040700566
6,0.1,0.01,1162.5,0.7926399295755043
7,0.1,0.01,1214.75,0.7921807574355719
8,0.1,0.01,927.0,0.7932909297637755
9,0.1,0.01,545.25,0.7902509535406079
10,0.1,0.01,111.75,0.5929969951024335
11,0.1,0.01,13.75,0.3951199349419622
12,0.1,0.01,0.0,0.0
13,0.1,0.01,0.0,0.0
14,0.1,0.01,0.0,0.0
15,0.1,0.01,0.0,0.0
16,0.1,0.01,0.0,0.0
17,0.1,0.01,0.0,0.0
18,0.1,0.01,0.0,0.0
19,0.1,0.01,0.0,0.0
20,0.1,0.01,0.0,0.0
21,0.1,0.01,0.0,0.0
22,0.1,0.01,0.0,0.0
23,0.1,0.01,0.0,0.0
24,0.1,0.01,0.0,0.0
25,0.1,0.01,0.0,0.0
26,0.1,0.01,0.0,0.0
27,0.1,0.01,0.0,0.0
28,0.1,0.01,0.0,0.0
29,0.1,0.01,0.0,0.0
30,0.1,0.01,0.0,0.0
31,0.1,0.01,0.0,0.0
32,0.1,0.01,0.0,0.0
33,0.1,0.01,0.0,0.0
34,0.1,0.01,0.0,0.0
35,0.1,0.01,0.0,0.0
36,0.1,0.01,0.0,0.0
37,0.1,0.01,0.0,0.0
38,0.1,0.01,0.0,0.0
39,0.1,0.01,0.0,0.0
40,0.1,0.01,0.0,0.0
41,0.1,0.01,0.0,0.0
42,0.1,0.01,0.0,0.0
43,0.1,0.01,0.0,0.0
44,0.1,0.01,0.0,0.0
45,0.1,0.01,0.0,0.0
46,0.1,0.01,0.0,0.0
47,0.1,0.01,0.0,0.0
48,0.1,0.01,0.0,0.0
49,0.1,0.01,0.0,0.0
50,0.1,0.01,0.0,0.0
51,0.1,0.01,0.0,0.0
52,0.1,0.01,0.0,0.0
53,0.1,0.01,0.0,0.0
54,0.1,0.01,0.0,0.0
55,0.1,0.01,0.0,0.0
56,0.1,0.01,0.0,0.0
57,0.1,0.01,0.0,0.0
58,0.1,0.01,0.0,0.0
59,0.1,0.01,0.0,0.0
60,0.1,0.01,0.0,0.0
61,0.1,0.01,0.0,0.0
62,0.1,0.01,0.0,0.0
63,0.1,0.01,0.0,0.0
64,0.1,0.01,0.0,0.0
